sample_id;subspecies;p1_id;p1_date;pv1_id;pv1_value_id;pv1_phenotype_id;pv1_number;p2_id;p2_date;pv2_id;pv2_value_id;pv2_phenotype_id;pv2_number;entity_id;is_valid;value
1166789;2869;20037;2012-03-26;17264;55;20037;0.702;21248;2012-03-28;18067;69;21248;0.106;366;7;6.62264
1166789;2869;20037;2012-03-26;17264;55;20037;0.702;23302;2012-04-25;19713;69;23302;0.127;366;6;5.52756
1166789;2869;22072;2012-04-23;18891;55;22072;1.061;21248;2012-03-28;18067;69;21248;0.106;366;6;10.00943
1166789;2869;22072;2012-04-23;18891;55;22072;1.061;23302;2012-04-25;19713;69;23302;0.127;366;7;8.35433
1166790;2869;21461;2012-03-29;18280;55;21461;0.664;21938;2012-04-02;18757;69;21938;0.087;366;7;7.63218
1166790;2869;21461;2012-03-29;18280;55;21461;0.664;23964;2012-05-02;20375;69;23964;0.078;366;6;8.51282
1166790;2869;23648;2012-04-26;20059;55;23648;0.600;21938;2012-04-02;18757;69;21938;0.087;366;6;6.89655
1166790;2869;23648;2012-04-26;20059;55;23648;0.600;23964;2012-05-02;20375;69;23964;0.078;366;7;7.69231
1166791;2870;20118;2012-03-26;17345;55;20118;1.432;21401;2012-03-28;18220;69;21401;0.204;366;7;7.01961
1166791;2870;20118;2012-03-26;17345;55;20118;1.432;23415;2012-04-25;19826;69;23415;0.114;366;6;12.56140
1166791;2870;22149;2012-04-23;18968;55;22149;0.823;21401;2012-03-28;18220;69;21401;0.204;366;6;4.03431
1166791;2870;22149;2012-04-23;18968;55;22149;0.823;23415;2012-04-25;19826;69;23415;0.114;366;7;7.21930
1166792;2870;21422;2012-03-29;18241;55;21422;0.399;21917;2012-04-02;18736;69;21917;0.060;366;7;6.65000
1166792;2870;21422;2012-03-29;18241;55;21422;0.399;23872;2012-05-02;20283;69;23872;0.171;366;6;2.33333
1166792;2870;23599;2012-04-26;20010;55;23599;1.394;21917;2012-04-02;18736;69;21917;0.060;366;2;23.23333
1166792;2870;23599;2012-04-26;20010;55;23599;1.394;23872;2012-05-02;20283;69;23872;0.171;366;7;8.15205
1166793;2870;20012;2012-03-26;17239;55;20012;0.387;21307;2012-03-28;18126;69;21307;0.052;366;7;7.44231
1166793;2870;20012;2012-03-26;17239;55;20012;0.387;23386;2012-04-25;19797;69;23386;0.054;366;6;7.16667
1166793;2870;22156;2012-04-23;18975;55;22156;0.344;21307;2012-03-28;18126;69;21307;0.052;366;6;6.61538
1166793;2870;22156;2012-04-23;18975;55;22156;0.344;23386;2012-04-25;19797;69;23386;0.054;366;7;6.37037
1166794;2870;21553;2012-03-29;18372;55;21553;0.593;21958;2012-04-02;18777;69;21958;0.083;366;7;7.14458
1166794;2870;21553;2012-03-29;18372;55;21553;0.593;24026;2012-05-02;20437;69;24026;0.084;366;6;7.05952
1166794;2870;23474;2012-04-26;19885;55;23474;0.459;21958;2012-04-02;18777;69;21958;0.083;366;6;5.53012
1166794;2870;23474;2012-04-26;19885;55;23474;0.459;24026;2012-05-02;20437;69;24026;0.084;366;7;5.46429
1166795;2870;20047;2012-03-26;17274;55;20047;0.667;21351;2012-03-28;18170;69;21351;0.098;366;7;6.80612
1166795;2870;20047;2012-03-26;17274;55;20047;0.667;23304;2012-04-25;19715;69;23304;0.063;366;6;10.58730
1166795;2870;22181;2012-04-23;19000;55;22181;0.411;21351;2012-03-28;18170;69;21351;0.098;366;6;4.19388
1166795;2870;22181;2012-04-23;19000;55;22181;0.411;23304;2012-04-25;19715;69;23304;0.063;366;7;6.52381
1166796;2870;21560;2012-03-29;18379;55;21560;1415;21964;2012-04-02;18783;69;21964;0.170;366;3;8323.52941
1166796;2870;21560;2012-03-29;18379;55;21560;1415;24023;2012-05-02;20434;69;24023;0.092;366;2;15380.43478
1166796;2870;23477;2012-04-26;19888;55;23477;0.679;21964;2012-04-02;18783;69;21964;0.170;366;6;3.99412
1166796;2870;23477;2012-04-26;19888;55;23477;0.679;24023;2012-05-02;20434;69;24023;0.092;366;7;7.38043
1166797;2875;20109;2012-03-26;17336;55;20109;0.577;21337;2012-03-28;18156;69;21337;0.078;366;7;7.39744
1166797;2875;20109;2012-03-26;17336;55;20109;0.577;23388;2012-04-25;19799;69;23388;0.089;366;6;6.48315
1166797;2875;22039;2012-04-23;18858;55;22039;0.691;21337;2012-03-28;18156;69;21337;0.078;366;6;8.85897
1166797;2875;22039;2012-04-23;18858;55;22039;0.691;23388;2012-04-25;19799;69;23388;0.089;366;7;7.76404
1166798;2875;21531;2012-03-29;18350;55;21531;0.643;21900;2012-04-02;18719;69;21900;0.079;366;7;8.13924
1166798;2875;21531;2012-03-29;18350;55;21531;0.643;24058;2012-05-02;20469;69;24058;0.079;366;6;8.13924
1166798;2875;23585;2012-04-26;19996;55;23585;0.651;21900;2012-04-02;18719;69;21900;0.079;366;6;8.24051
1166798;2875;23585;2012-04-26;19996;55;23585;0.651;24058;2012-05-02;20469;69;24058;0.079;366;7;8.24051
1166799;2875;20125;2012-03-26;17352;55;20125;0.530;21289;2012-03-28;18108;69;21289;0.071;366;7;7.46479
1166799;2875;20125;2012-03-26;17352;55;20125;0.530;23379;2012-04-25;19790;69;23379;0.061;366;6;8.68852
1166799;2875;22159;2012-04-23;18978;55;22159;0.386;21289;2012-03-28;18108;69;21289;0.071;366;6;5.43662
1166799;2875;22159;2012-04-23;18978;55;22159;0.386;23379;2012-04-25;19790;69;23379;0.061;366;7;6.32787
1166800;2875;21549;2012-03-29;18368;55;21549;0.597;21962;2012-04-02;18781;69;21962;0.075;366;7;7.96000
1166800;2875;21549;2012-03-29;18368;55;21549;0.597;24020;2012-05-02;20431;69;24020;0.073;366;6;8.17808
1166800;2875;23632;2012-04-26;20043;55;23632;0.412;21962;2012-04-02;18781;69;21962;0.075;366;6;5.49333
1166800;2875;23632;2012-04-26;20043;55;23632;0.412;24020;2012-05-02;20431;69;24020;0.073;366;7;5.64384
1166801;2875;20031;2012-03-26;17258;55;20031;0.859;21368;2012-03-28;18187;69;21368;0.117;366;7;7.34188
1166801;2875;20031;2012-03-26;17258;55;20031;0.859;23380;2012-04-25;19791;69;23380;0.133;366;6;6.45865
1166801;2875;22171;2012-04-23;18990;55;22171;0.944;21368;2012-03-28;18187;69;21368;0.117;366;6;8.06838
1166801;2875;22171;2012-04-23;18990;55;22171;0.944;23380;2012-04-25;19791;69;23380;0.133;366;7;7.09774
1166802;2875;21562;2012-03-29;18381;55;21562;0.693;22016;2012-04-02;18835;69;22016;0.084;366;7;8.25000
1166802;2875;21562;2012-03-29;18381;55;21562;0.693;24015;2012-05-02;20426;69;24015;0.068;366;6;10.19118
1166802;2875;23478;2012-04-26;19889;55;23478;0.533;22016;2012-04-02;18835;69;22016;0.084;366;6;6.34524
1166802;2875;23478;2012-04-26;19889;55;23478;0.533;24015;2012-05-02;20426;69;24015;0.068;366;7;7.83824
1166803;2868;20120;2012-03-26;17347;55;20120;1.045;21340;2012-03-28;18159;69;21340;0.153;366;7;6.83007
1166803;2868;20120;2012-03-26;17347;55;20120;1.045;23405;2012-04-25;19816;69;23405;0.109;366;6;9.58716
1166803;2868;22150;2012-04-23;18969;55;22150;0.827;21340;2012-03-28;18159;69;21340;0.153;366;6;5.40523
1166803;2868;22150;2012-04-23;18969;55;22150;0.827;23405;2012-04-25;19816;69;23405;0.109;366;7;7.58716
1166804;2868;21525;2012-03-29;18344;55;21525;1.039;21989;2012-04-02;18808;69;21989;0.128;366;7;8.11719
1166804;2868;21525;2012-03-29;18344;55;21525;1.039;24065;2012-05-02;20476;69;24065;0.089;366;6;11.67416
1166804;2868;23604;2012-04-26;20015;55;23604;0.664;21989;2012-04-02;18808;69;21989;0.128;366;6;5.18750
1166804;2868;23604;2012-04-26;20015;55;23604;0.664;24065;2012-05-02;20476;69;24065;0.089;366;7;7.46067
1166805;2868;20020;2012-03-26;17247;55;20020;0.637;21299;2012-03-28;18118;69;21299;0.071;366;7;8.97183
1166805;2868;20020;2012-03-26;17247;55;20020;0.637;23330;2012-04-25;19741;69;23330;0.159;366;6;4.00629
1166805;2868;22165;2012-04-23;18984;55;22165;1.184;21299;2012-03-28;18118;69;21299;0.071;366;2;16.67606
1166805;2868;22165;2012-04-23;18984;55;22165;1.184;23330;2012-04-25;19741;69;23330;0.159;366;7;7.44654
1166806;2868;21448;2012-03-29;18267;55;21448;0.721;22012;2012-04-02;18831;69;22012;0.086;366;7;8.38372
1166806;2868;21448;2012-03-29;18267;55;21448;0.721;24048;2012-05-02;20459;69;24048;0.081;366;6;8.90123
1166806;2868;23623;2012-04-26;20034;55;23623;0.494;22012;2012-04-02;18831;69;22012;0.086;366;6;5.74419
1166806;2868;23623;2012-04-26;20034;55;23623;0.494;24048;2012-05-02;20459;69;24048;0.081;366;7;6.09877
1166807;2868;20138;2012-03-26;17365;55;20138;0.277;21347;2012-03-28;18166;69;21347;0.044;366;7;6.29545
1166807;2868;20138;2012-03-26;17365;55;20138;0.277;23315;2012-04-25;19726;69;23315;0.119;366;6;2.32773
1166807;2868;22173;2012-04-23;18992;55;22173;0.965;21347;2012-03-28;18166;69;21347;0.044;366;2;21.93182
1166807;2868;22173;2012-04-23;18992;55;22173;0.965;23315;2012-04-25;19726;69;23315;0.119;366;7;8.10924
1166808;2868;21569;2012-03-29;18388;55;21569;0.706;21961;2012-04-02;18780;69;21961;0.090;366;7;7.84444
1166808;2868;21569;2012-03-29;18388;55;21569;0.706;23972;2012-05-02;20383;69;23972;0.078;366;6;9.05128
1166808;2868;23658;2012-04-26;20069;55;23658;0.652;21961;2012-04-02;18780;69;21961;0.090;366;6;7.24444
1166808;2868;23658;2012-04-26;20069;55;23658;0.652;23972;2012-05-02;20383;69;23972;0.078;366;7;8.35897
1166809;2865;20115;2012-03-26;17342;55;20115;0.807;21329;2012-03-28;18148;69;21329;0.108;366;7;7.47222
1166809;2865;20115;2012-03-26;17342;55;20115;0.807;23369;2012-04-25;19780;69;23369;0.127;366;6;6.35433
1166809;2865;22043;2012-04-23;18862;55;22043;0.925;21329;2012-03-28;18148;69;21329;0.108;366;6;8.56481
1166809;2865;22043;2012-04-23;18862;55;22043;0.925;23369;2012-04-25;19780;69;23369;0.127;366;7;7.28346
1166810;2865;21437;2012-03-29;18256;55;21437;0.612;21901;2012-04-02;18720;69;21901;0.084;366;7;7.28571
1166810;2865;21437;2012-03-29;18256;55;21437;0.612;24067;2012-05-02;20478;69;24067;0.075;366;6;8.16000
1166810;2865;23597;2012-04-26;20008;55;23597;0.498;21901;2012-04-02;18720;69;21901;0.084;366;6;5.92857
1166810;2865;23597;2012-04-26;20008;55;23597;0.498;24067;2012-05-02;20478;69;24067;0.075;366;7;6.64000
1166811;2865;20124;2012-03-26;17351;55;20124;0.642;21290;2012-03-28;18109;69;21290;0.088;366;7;7.29545
1166811;2865;20124;2012-03-26;17351;55;20124;0.642;23385;2012-04-25;19796;69;23385;0.046;366;6;13.95652
1166811;2865;22053;2012-04-23;18872;55;22053;0.334;21290;2012-03-28;18109;69;21290;0.088;366;6;3.79545
1166811;2865;22053;2012-04-23;18872;55;22053;0.334;23385;2012-04-25;19796;69;23385;0.046;366;7;7.26087
1166812;2865;21545;2012-03-29;18364;55;21545;0.699;21912;2012-04-02;18731;69;21912;0.086;366;7;8.12791
1166812;2865;21545;2012-03-29;18364;55;21545;0.699;24040;2012-05-02;20451;69;24040;0.053;366;6;13.18868
1166812;2865;23619;2012-04-26;20030;55;23619;0.409;21912;2012-04-02;18731;69;21912;0.086;366;6;4.75581
1166812;2865;23619;2012-04-26;20030;55;23619;0.409;24040;2012-05-02;20451;69;24040;0.053;366;7;7.71698
1166813;2865;20136;2012-03-26;17363;55;20136;0.593;21366;2012-03-28;18185;69;21366;0.080;366;7;7.41250
1166813;2865;20136;2012-03-26;17363;55;20136;0.593;23303;2012-04-25;19714;69;23303;0.075;366;6;7.90667
1166813;2865;22068;2012-04-23;18887;55;22068;0.487;21366;2012-03-28;18185;69;21366;0.080;366;6;6.08750
1166813;2865;22068;2012-04-23;18887;55;22068;0.487;23303;2012-04-25;19714;69;23303;0.075;366;7;6.49333
1166814;2865;21558;2012-03-29;18377;55;21558;0.459;22021;2012-04-02;18840;69;22021;0.062;366;7;7.40323
1166814;2865;21558;2012-03-29;18377;55;21558;0.459;24024;2012-05-02;20435;69;24024;0.074;366;6;6.20270
1166814;2865;23640;2012-04-26;20051;55;23640;0.559;22021;2012-04-02;18840;69;22021;0.062;366;6;9.01613
1166814;2865;23640;2012-04-26;20051;55;23640;0.559;24024;2012-05-02;20435;69;24024;0.074;366;7;7.55405
1166815;2874;20119;2012-03-26;17346;55;20119;0.536;21338;2012-03-28;18157;69;21338;0.077;366;7;6.96104
1166815;2874;20119;2012-03-26;17346;55;20119;0.536;23418;2012-04-25;19829;69;23418;0.085;366;6;6.30588
1166815;2874;22151;2012-04-23;18970;55;22151;0.617;21338;2012-03-28;18157;69;21338;0.077;366;6;8.01299
1166815;2874;22151;2012-04-23;18970;55;22151;0.617;23418;2012-04-25;19829;69;23418;0.085;366;7;7.25882
1166816;2874;21431;2012-03-29;18250;55;21431;0.830;21899;2012-04-02;18718;69;21899;0.115;366;7;7.21739
1166816;2874;21431;2012-03-29;18250;55;21431;0.830;24069;2012-05-02;20480;69;24069;0.063;366;6;13.17460
1166816;2874;23461;2012-04-26;19872;55;23461;0.445;21899;2012-04-02;18718;69;21899;0.115;366;6;3.86957
1166816;2874;23461;2012-04-26;19872;55;23461;0.445;24069;2012-05-02;20480;69;24069;0.063;366;7;7.06349
1166817;2874;20027;2012-03-26;17254;55;20027;0.387;21291;2012-03-28;18110;69;21291;0.054;366;7;7.16667
1166817;2874;20027;2012-03-26;17254;55;20027;0.387;23299;2012-04-25;19710;69;23299;0.088;366;6;4.39773
1166817;2874;22067;2012-04-23;18886;55;22067;0.532;21291;2012-03-28;18110;69;21291;0.054;366;6;9.85185
1166817;2874;22067;2012-04-23;18886;55;22067;0.532;23299;2012-04-25;19710;69;23299;0.088;366;7;6.04545
1166818;2874;21541;2012-03-29;18360;55;21541;0.748;21966;2012-04-02;18785;69;21966;0.116;366;7;6.44828
1166818;2874;21541;2012-03-29;18360;55;21541;0.748;23880;2012-05-02;20291;69;23880;0.229;366;6;3.26638
1166818;2874;23613;2012-04-26;20024;55;23613;1.630;21966;2012-04-02;18785;69;21966;0.116;366;6;14.05172
1166818;2874;23613;2012-04-26;20024;55;23613;1.630;23880;2012-05-02;20291;69;23880;0.229;366;7;7.11790
1166819;2874;20144;2012-03-26;17371;55;20144;0.670;21369;2012-03-28;18188;69;21369;0.103;366;7;6.50485
1166819;2874;20144;2012-03-26;17371;55;20144;0.670;23301;2012-04-25;19712;69;23301;0.114;366;6;5.87719
1166819;2874;22079;2012-04-23;18898;55;22079;0.910;21369;2012-03-28;18188;69;21369;0.103;366;6;8.83495
1166819;2874;22079;2012-04-23;18898;55;22079;0.910;23301;2012-04-25;19712;69;23301;0.114;366;7;7.98246
1166820;2874;21464;2012-03-29;18283;55;21464;0.456;22009;2012-04-02;18828;69;22009;0.070;366;7;6.51429
1166820;2874;21464;2012-03-29;18283;55;21464;0.456;23970;2012-05-02;20381;69;23970;0.061;366;6;7.47541
1166820;2874;23654;2012-04-26;20065;55;23654;0.408;22009;2012-04-02;18828;69;22009;0.070;366;6;5.82857
1166820;2874;23654;2012-04-26;20065;55;23654;0.408;23970;2012-05-02;20381;69;23970;0.061;366;7;6.68852
1166821;2872;20113;2012-03-26;17340;55;20113;0.970;21342;2012-03-28;18161;69;21342;0.143;366;7;6.78322
1166821;2872;20113;2012-03-26;17340;55;20113;0.970;23414;2012-04-25;19825;69;23414;0.116;366;6;8.36207
1166821;2872;22144;2012-04-23;18963;55;22144;0.859;21342;2012-03-28;18161;69;21342;0.143;366;6;6.00699
1166821;2872;22144;2012-04-23;18963;55;22144;0.859;23414;2012-04-25;19825;69;23414;0.116;366;7;7.40517
1166822;2872;21533;2012-03-29;18352;55;21533;0.501;21909;2012-04-02;18728;69;21909;0.080;366;7;6.26250
1166822;2872;21533;2012-03-29;18352;55;21533;0.501;24062;2012-05-02;20473;69;24062;0.056;366;6;8.94643
1166822;2872;23598;2012-04-26;20009;55;23598;0.383;21909;2012-04-02;18728;69;21909;0.080;366;6;4.78750
1166822;2872;23598;2012-04-26;20009;55;23598;0.383;24062;2012-05-02;20473;69;24062;0.056;366;7;6.83929
1166823;2872;20007;2012-03-26;17234;55;20007;0.927;21404;2012-03-28;18223;69;21404;0.131;366;7;7.07634
1166823;2872;20007;2012-03-26;17234;55;20007;0.927;23328;2012-04-25;19739;69;23328;0.071;366;6;13.05634
1166823;2872;22157;2012-04-23;18976;55;22157;0.543;21404;2012-03-28;18223;69;21404;0.131;366;6;4.14504
1166823;2872;22157;2012-04-23;18976;55;22157;0.543;23328;2012-04-25;19739;69;23328;0.071;366;7;7.64789
1166824;2872;21440;2012-03-29;18259;55;21440;0.664;22002;2012-04-02;18821;69;22002;0.093;366;7;7.13978
1166824;2872;21440;2012-03-29;18259;55;21440;0.664;23883;2012-05-02;20294;69;23883;0.117;366;6;5.67521
1166824;2872;23610;2012-04-26;20021;55;23610;0.676;22002;2012-04-02;18821;69;22002;0.093;366;6;7.26882
1166824;2872;23610;2012-04-26;20021;55;23610;0.676;23883;2012-05-02;20294;69;23883;0.117;366;7;5.77778
1166825;2872;20140;2012-03-26;17367;55;20140;1.018;21245;2012-03-28;18064;69;21245;0.149;366;7;6.83221
1166825;2872;20140;2012-03-26;17367;55;20140;1.018;23292;2012-04-25;19703;69;23292;0.146;366;6;6.97260
1166825;2872;22077;2012-04-23;18896;55;22077;1.141;21245;2012-03-28;18064;69;21245;0.149;366;6;7.65772
1166825;2872;22077;2012-04-23;18896;55;22077;1.141;23292;2012-04-25;19703;69;23292;0.146;366;7;7.81507
1166826;2872;21561;2012-03-29;18380;55;21561;0.686;21957;2012-04-02;18776;69;21957;0.099;366;7;6.92929
1166826;2872;21561;2012-03-29;18380;55;21561;0.686;23952;2012-05-02;20363;69;23952;0.079;366;6;8.68354
1166826;2872;23647;2012-04-26;20058;55;23647;0.462;21957;2012-04-02;18776;69;21957;0.099;366;6;4.66667
1166826;2872;23647;2012-04-26;20058;55;23647;0.462;23952;2012-05-02;20363;69;23952;0.079;366;7;5.84810
1166827;2873;20002;2012-03-26;17229;55;20002;0.712;21310;2012-03-28;18129;69;21310;0.098;366;7;7.26531
1166827;2873;20002;2012-03-26;17229;55;20002;0.712;23407;2012-04-25;19818;69;23407;0.119;366;6;5.98319
1166827;2873;22045;2012-04-23;18864;55;22045;0.777;21310;2012-03-28;18129;69;21310;0.098;366;6;7.92857
1166827;2873;22045;2012-04-23;18864;55;22045;0.777;23407;2012-04-25;19818;69;23407;0.119;366;7;6.52941
1166828;2873;21438;2012-03-29;18257;55;21438;0.635;22003;2012-04-02;18822;69;22003;0.082;366;7;7.74390
1166828;2873;21438;2012-03-29;18257;55;21438;0.635;23887;2012-05-02;20298;69;23887;0.106;366;6;5.99057
1166828;2873;23603;2012-04-26;20014;55;23603;0.841;22003;2012-04-02;18822;69;22003;0.082;366;6;10.25610
1166828;2873;23603;2012-04-26;20014;55;23603;0.841;23887;2012-05-02;20298;69;23887;0.106;366;7;7.93396
1166829;2873;20132;2012-03-26;17359;55;20132;1.808;21318;2012-03-28;18137;69;21318;0.234;366;7;7.72650
1166829;2873;20132;2012-03-26;17359;55;20132;1.808;23320;2012-04-25;19731;69;23320;0.133;366;6;13.59398
1166829;2873;22169;2012-04-23;18988;55;22169;0.898;21318;2012-03-28;18137;69;21318;0.234;366;6;3.83761
1166829;2873;22169;2012-04-23;18988;55;22169;0.898;23320;2012-04-25;19731;69;23320;0.133;366;7;6.75188
1166830;2873;21548;2012-03-29;18367;55;21548;0.714;21928;2012-04-02;18747;69;21928;0.104;366;7;6.86538
1166830;2873;21548;2012-03-29;18367;55;21548;0.714;24041;2012-05-02;20452;69;24041;0.111;366;6;6.43243
1166830;2873;23627;2012-04-26;20038;55;23627;1.092;21928;2012-04-02;18747;69;21928;0.104;366;6;10.50000
1166830;2873;23627;2012-04-26;20038;55;23627;1.092;24041;2012-05-02;20452;69;24041;0.111;366;7;9.83784
1166831;2873;20143;2012-03-26;17370;55;20143;1.237;21219;2012-03-28;18038;69;21219;0.163;366;7;7.58896
1166831;2873;20143;2012-03-26;17370;55;20143;1.237;23317;2012-04-25;19728;69;23317;0.141;366;6;8.77305
1166831;2873;22179;2012-04-23;18998;55;22179;1.028;21219;2012-03-28;18038;69;21219;0.163;366;6;6.30675
1166831;2873;22179;2012-04-23;18998;55;22179;1.028;23317;2012-04-25;19728;69;23317;0.141;366;7;7.29078
1166832;2873;21458;2012-03-29;18277;55;21458;0.740;21960;2012-04-02;18779;69;21960;0.099;366;7;7.47475
1166832;2873;21458;2012-03-29;18277;55;21458;0.740;24031;2012-05-02;20442;69;24031;0.154;366;6;4.80519
1166832;2873;23642;2012-04-26;20053;55;23642;1.138;21960;2012-04-02;18779;69;21960;0.099;366;6;11.49495
1166832;2873;23642;2012-04-26;20053;55;23642;1.138;24031;2012-05-02;20442;69;24031;0.154;366;7;7.38961
1166833;2876;20106;2012-03-26;17333;55;20106;1.188;21330;2012-03-28;18149;69;21330;0.152;366;7;7.81579
1166833;2876;20106;2012-03-26;17333;55;20106;1.188;23390;2012-04-25;19801;69;23390;0.055;366;2;21.60000
1166833;2876;22037;2012-04-23;18856;55;22037;0.381;21330;2012-03-28;18149;69;21330;0.152;366;6;2.50658
1166833;2876;22037;2012-04-23;18856;55;22037;0.381;23390;2012-04-25;19801;69;23390;0.055;366;7;6.92727
1166834;2876;21428;2012-03-29;18247;55;21428;0.477;21904;2012-04-02;18723;69;21904;0.064;366;7;7.45312
1166834;2876;21428;2012-03-29;18247;55;21428;0.477;23884;2012-05-02;20295;69;23884;0.074;366;6;6.44595
1166834;2876;23606;2012-04-26;20017;55;23606;0.506;21904;2012-04-02;18723;69;21904;0.064;366;6;7.90625
1166834;2876;23606;2012-04-26;20017;55;23606;0.506;23884;2012-05-02;20295;69;23884;0.074;366;7;6.83784
1166835;2876;20025;2012-03-26;17252;55;20025;0.624;21317;2012-03-28;18136;69;21317;0.088;366;7;7.09091
1166835;2876;20025;2012-03-26;17252;55;20025;0.624;23311;2012-04-25;19722;69;23311;0.065;366;6;9.60000
1166835;2876;22168;2012-04-23;18987;55;22168;0.395;21317;2012-03-28;18136;69;21317;0.088;366;6;4.48864
1166835;2876;22168;2012-04-23;18987;55;22168;0.395;23311;2012-04-25;19722;69;23311;0.065;366;7;6.07692
1166836;2876;21455;2012-03-29;18274;55;21455;1.097;21971;2012-04-02;18790;69;21971;0.145;366;7;7.56552
1166836;2876;21455;2012-03-29;18274;55;21455;1.097;23941;2012-05-02;20352;69;23941;0.096;366;6;11.42708
1166836;2876;23476;2012-04-26;19887;55;23476;0.478;21971;2012-04-02;18790;69;21971;0.145;366;6;3.29655
1166836;2876;23476;2012-04-26;19887;55;23476;0.478;23941;2012-05-02;20352;69;23941;0.096;366;7;4.97917
1166837;2876;20046;2012-03-26;17273;55;20046;0.779;21241;2012-03-28;18060;69;21241;0.109;366;7;7.14679
1166837;2876;20046;2012-03-26;17273;55;20046;0.779;23451;2012-04-25;19862;69;23451;0.138;366;6;5.64493
1166837;2876;22182;2012-04-23;19001;55;22182;0.948;21241;2012-03-28;18060;69;21241;0.109;366;6;8.69725
1166837;2876;22182;2012-04-23;19001;55;22182;0.948;23451;2012-04-25;19862;69;23451;0.138;366;7;6.86957
1166838;2876;21469;2012-03-29;18288;55;21469;0.593;22008;2012-04-02;18827;69;22008;0.076;366;7;7.80263
1166838;2876;21469;2012-03-29;18288;55;21469;0.593;23944;2012-05-02;20355;69;23944;0.062;366;6;9.56452
1166838;2876;23661;2012-04-26;20072;55;23661;0.451;22008;2012-04-02;18827;69;22008;0.076;366;6;5.93421
1166838;2876;23661;2012-04-26;20072;55;23661;0.451;23944;2012-05-02;20355;69;23944;0.062;366;7;7.27419
1166840;2867;19992;2012-03-26;17219;55;19992;0.521;21414;2012-03-28;18233;69;21414;0.093;366;7;5.60215
1166840;2867;19992;2012-03-26;17219;55;19992;0.521;23397;2012-04-25;19808;69;23397;0.088;366;6;5.92045
1166840;2867;22140;2012-04-23;18959;55;22140;0.714;21414;2012-03-28;18233;69;21414;0.093;366;6;7.67742
1166840;2867;22140;2012-04-23;18959;55;22140;0.714;23397;2012-04-25;19808;69;23397;0.088;366;7;8.11364
1166841;2866;20114;2012-03-26;17341;55;20114;0.589;21335;2012-03-28;18154;69;21335;0.082;366;7;7.18293
1166841;2866;20114;2012-03-26;17341;55;20114;0.589;23373;2012-04-25;19784;69;23373;0.067;366;6;8.79104
1166841;2866;22041;2012-04-23;18860;55;22041;0.510;21335;2012-03-28;18154;69;21335;0.082;366;6;6.21951
1166841;2866;22041;2012-04-23;18860;55;22041;0.510;23373;2012-04-25;19784;69;23373;0.067;366;7;7.61194
1166842;2866;21425;2012-03-29;18244;55;21425;0.649;21978;2012-04-02;18797;69;21978;0.086;366;7;7.54651
1166842;2866;21425;2012-03-29;18244;55;21425;0.649;23878;2012-05-02;20289;69;23878;0.103;366;6;6.30097
1166842;2866;23601;2012-04-26;20012;55;23601;0.855;21978;2012-04-02;18797;69;21978;0.086;366;6;9.94186
1166842;2866;23601;2012-04-26;20012;55;23601;0.855;23878;2012-05-02;20289;69;23878;0.103;366;7;8.30097
1166843;2866;20016;2012-03-26;17243;55;20016;0.787;21303;2012-03-28;18122;69;21303;0.101;366;7;7.79208
1166843;2866;20016;2012-03-26;17243;55;20016;0.787;23326;2012-04-25;19737;69;23326;0.179;366;6;4.39665
1166843;2866;22162;2012-04-23;18981;55;22162;1.029;21303;2012-03-28;18122;69;21303;0.101;366;6;10.18812
1166843;2866;22162;2012-04-23;18981;55;22162;1.029;23326;2012-04-25;19737;69;23326;0.179;366;7;5.74860
1166844;2866;21447;2012-03-29;18266;55;21447;0.387;21965;2012-04-02;18784;69;21965;0.060;366;7;6.45000
1166844;2866;21447;2012-03-29;18266;55;21447;0.387;23951;2012-05-02;20362;69;23951;0.113;366;6;3.42478
1166844;2866;23625;2012-04-26;20036;55;23625;0.633;21965;2012-04-02;18784;69;21965;0.060;366;6;10.55000
1166844;2866;23625;2012-04-26;20036;55;23625;0.633;23951;2012-05-02;20362;69;23951;0.113;366;7;5.60177
1166845;2866;20044;2012-03-26;17271;55;20044;0.752;21373;2012-03-28;18192;69;21373;0.103;366;7;7.30097
1166845;2866;20044;2012-03-26;17271;55;20044;0.752;23421;2012-04-25;19832;69;23421;0.072;366;6;10.44444
1166845;2866;22084;2012-04-23;18903;55;22084;0.513;21373;2012-03-28;18192;69;21373;0.103;366;6;4.98058
1166845;2866;22084;2012-04-23;18903;55;22084;0.513;23421;2012-04-25;19832;69;23421;0.072;366;7;7.12500
1166846;2866;21567;2012-03-29;18386;55;21567;0.702;21921;2012-04-02;18740;69;21921;0.094;366;7;7.46809
1166846;2866;21567;2012-03-29;18386;55;21567;0.702;23949;2012-05-02;20360;69;23949;0.109;366;6;6.44037
1166846;2866;23660;2012-04-26;20071;55;23660;0.726;21921;2012-04-02;18740;69;21921;0.094;366;6;7.72340
1166846;2866;23660;2012-04-26;20071;55;23660;0.726;23949;2012-05-02;20360;69;23949;0.109;366;7;6.66055
1166847;2864;20107;2012-03-26;17334;55;20107;0.672;21325;2012-03-28;18144;69;21325;0.090;366;7;7.46667
1166847;2864;20107;2012-03-26;17334;55;20107;0.672;23398;2012-04-25;19809;69;23398;0.123;366;6;5.46341
1166847;2864;22139;2012-04-23;18958;55;22139;1.095;21325;2012-03-28;18144;69;21325;0.090;366;6;12.16667
