sample_id;subspecies;p1_id;p1_date;pv1_id;pv1_value_id;pv1_phenotype_id;pv1_number;p2_id;p2_date;pv2_id;pv2_value_id;pv2_phenotype_id;pv2_number;p3_id;p3_date;pv3_id;pv3_value_id;pv3_phenotype_id;pv3_number;entity_id;is_valid;value
1166818;2874;21541;2012-03-29;18360;55;21541;0.748;21734;2012-03-30;18553;156;21734;1.049;23880;2012-05-02;20291;69;23880;0.229;366;6;0.63293
1166818;2874;21541;2012-03-29;18360;55;21541;0.748;23835;2012-04-27;20246;156;23835;1.830;21966;2012-04-02;18785;69;21966;0.116;366;6;0.36873
1166818;2874;21541;2012-03-29;18360;55;21541;0.748;23835;2012-04-27;20246;156;23835;1.830;23880;2012-05-02;20291;69;23880;0.229;366;6;0.32417
1166818;2874;23613;2012-04-26;20024;55;23613;1.630;21734;2012-03-30;18553;156;21734;1.049;21966;2012-04-02;18785;69;21966;0.116;366;0;1.62272
1166818;2874;23613;2012-04-26;20024;55;23613;1.630;21734;2012-03-30;18553;156;21734;1.049;23880;2012-05-02;20291;69;23880;0.229;366;0;1.70854
1166818;2874;23613;2012-04-26;20024;55;23613;1.630;23835;2012-04-27;20246;156;23835;1.830;21966;2012-04-02;18785;69;21966;0.116;366;6;0.88331
1166818;2874;23613;2012-04-26;20024;55;23613;1.630;23835;2012-04-27;20246;156;23835;1.830;23880;2012-05-02;20291;69;23880;0.229;366;7;0.87508
1166819;2874;20144;2012-03-26;17371;55;20144;0.670;21066;2012-03-27;17885;156;21066;1.103;21369;2012-03-28;18188;69;21369;0.103;366;7;0.56700
1166819;2874;20144;2012-03-26;17371;55;20144;0.670;21066;2012-03-27;17885;156;21066;1.103;23301;2012-04-25;19712;69;23301;0.114;366;6;0.56218
1166819;2874;20144;2012-03-26;17371;55;20144;0.670;22363;2012-04-24;19182;156;22363;1.133;21369;2012-03-28;18188;69;21369;0.103;366;6;0.55049
1166819;2874;20144;2012-03-26;17371;55;20144;0.670;22363;2012-04-24;19182;156;22363;1.133;23301;2012-04-25;19712;69;23301;0.114;366;6;0.54563
1166819;2874;22079;2012-04-23;18898;55;22079;0.910;21066;2012-03-27;17885;156;21066;1.103;21369;2012-03-28;18188;69;21369;0.103;366;6;0.80700
1166819;2874;22079;2012-04-23;18898;55;22079;0.910;21066;2012-03-27;17885;156;21066;1.103;23301;2012-04-25;19712;69;23301;0.114;366;6;0.80485
1166819;2874;22079;2012-04-23;18898;55;22079;0.910;22363;2012-04-24;19182;156;22363;1.133;21369;2012-03-28;18188;69;21369;0.103;366;6;0.78350
1166819;2874;22079;2012-04-23;18898;55;22079;0.910;22363;2012-04-24;19182;156;22363;1.133;23301;2012-04-25;19712;69;23301;0.114;366;7;0.78116
1166820;2874;21464;2012-03-29;18283;55;21464;0.456;21646;2012-03-30;18465;156;21646;0.665;22009;2012-04-02;18828;69;22009;0.070;366;7;0.64874
1166820;2874;21464;2012-03-29;18283;55;21464;0.456;21646;2012-03-30;18465;156;21646;0.665;23970;2012-05-02;20381;69;23970;0.061;366;6;0.65397
1166820;2874;21464;2012-03-29;18283;55;21464;0.456;23732;2012-04-27;20143;156;23732;0.545;22009;2012-04-02;18828;69;22009;0.070;366;6;0.81263
1166820;2874;21464;2012-03-29;18283;55;21464;0.456;23732;2012-04-27;20143;156;23732;0.545;23970;2012-05-02;20381;69;23970;0.061;366;6;0.81612
1166820;2874;23654;2012-04-26;20065;55;23654;0.408;21646;2012-03-30;18465;156;21646;0.665;22009;2012-04-02;18828;69;22009;0.070;366;6;0.56807
1166820;2874;23654;2012-04-26;20065;55;23654;0.408;21646;2012-03-30;18465;156;21646;0.665;23970;2012-05-02;20381;69;23970;0.061;366;6;0.57450
1166820;2874;23654;2012-04-26;20065;55;23654;0.408;23732;2012-04-27;20143;156;23732;0.545;22009;2012-04-02;18828;69;22009;0.070;366;6;0.71158
1166820;2874;23654;2012-04-26;20065;55;23654;0.408;23732;2012-04-27;20143;156;23732;0.545;23970;2012-05-02;20381;69;23970;0.061;366;7;0.71694
1166821;2872;20113;2012-03-26;17340;55;20113;0.970;21122;2012-03-27;17941;156;21122;1.288;21342;2012-03-28;18161;69;21342;0.143;366;7;0.72227
1166821;2872;20113;2012-03-26;17340;55;20113;0.970;21122;2012-03-27;17941;156;21122;1.288;23414;2012-04-25;19825;69;23414;0.116;366;6;0.72867
1166821;2872;20113;2012-03-26;17340;55;20113;0.970;22272;2012-04-24;19091;156;22272;1.02;21342;2012-03-28;18161;69;21342;0.143;366;6;0.94299
1166821;2872;20113;2012-03-26;17340;55;20113;0.970;22272;2012-04-24;19091;156;22272;1.02;23414;2012-04-25;19825;69;23414;0.116;366;6;0.94469
1166821;2872;22144;2012-04-23;18963;55;22144;0.859;21122;2012-03-27;17941;156;21122;1.288;21342;2012-03-28;18161;69;21342;0.143;366;6;0.62533
1166821;2872;22144;2012-04-23;18963;55;22144;0.859;21122;2012-03-27;17941;156;21122;1.288;23414;2012-04-25;19825;69;23414;0.116;366;6;0.63396
1166821;2872;22144;2012-04-23;18963;55;22144;0.859;22272;2012-04-24;19091;156;22272;1.02;21342;2012-03-28;18161;69;21342;0.143;366;6;0.81642
1166821;2872;22144;2012-04-23;18963;55;22144;0.859;22272;2012-04-24;19091;156;22272;1.02;23414;2012-04-25;19825;69;23414;0.116;366;7;0.82190
1166822;2872;21533;2012-03-29;18352;55;21533;0.501;21685;2012-03-30;18504;156;21685;0.703;21909;2012-04-02;18728;69;21909;0.080;366;7;0.67576
1166822;2872;21533;2012-03-29;18352;55;21533;0.501;21685;2012-03-30;18504;156;21685;0.703;24062;2012-05-02;20473;69;24062;0.056;366;6;0.68779
1166822;2872;21533;2012-03-29;18352;55;21533;0.501;23864;2012-04-27;20275;156;23864;0.556;21909;2012-04-02;18728;69;21909;0.080;366;6;0.88445
1166822;2872;21533;2012-03-29;18352;55;21533;0.501;23864;2012-04-27;20275;156;23864;0.556;24062;2012-05-02;20473;69;24062;0.056;366;6;0.89000
1166822;2872;23598;2012-04-26;20009;55;23598;0.383;21685;2012-03-30;18504;156;21685;0.703;21909;2012-04-02;18728;69;21909;0.080;366;6;0.48636
1166822;2872;23598;2012-04-26;20009;55;23598;0.383;21685;2012-03-30;18504;156;21685;0.703;24062;2012-05-02;20473;69;24062;0.056;366;6;0.50541
1166822;2872;23598;2012-04-26;20009;55;23598;0.383;23864;2012-04-27;20275;156;23864;0.556;21909;2012-04-02;18728;69;21909;0.080;366;6;0.63655
1166822;2872;23598;2012-04-26;20009;55;23598;0.383;23864;2012-04-27;20275;156;23864;0.556;24062;2012-05-02;20473;69;24062;0.056;366;7;0.65400
1166823;2872;20007;2012-03-26;17234;55;20007;0.927;21135;2012-03-27;17954;156;21135;1.388;21404;2012-03-28;18223;69;21404;0.131;366;7;0.63325
1166823;2872;20007;2012-03-26;17234;55;20007;0.927;21135;2012-03-27;17954;156;21135;1.388;23328;2012-04-25;19739;69;23328;0.071;366;6;0.64996
1166823;2872;20007;2012-03-26;17234;55;20007;0.927;22315;2012-04-24;19134;156;22315;0.646;21404;2012-03-28;18223;69;21404;0.131;366;0;1.54563
1166823;2872;20007;2012-03-26;17234;55;20007;0.927;22315;2012-04-24;19134;156;22315;0.646;23328;2012-04-25;19739;69;23328;0.071;366;0;1.48870
1166823;2872;22157;2012-04-23;18976;55;22157;0.543;21135;2012-03-27;17954;156;21135;1.388;21404;2012-03-28;18223;69;21404;0.131;366;6;0.32776
1166823;2872;22157;2012-04-23;18976;55;22157;0.543;21135;2012-03-27;17954;156;21135;1.388;23328;2012-04-25;19739;69;23328;0.071;366;6;0.35839
1166823;2872;22157;2012-04-23;18976;55;22157;0.543;22315;2012-04-24;19134;156;22315;0.646;21404;2012-03-28;18223;69;21404;0.131;366;6;0.80000
1166823;2872;22157;2012-04-23;18976;55;22157;0.543;22315;2012-04-24;19134;156;22315;0.646;23328;2012-04-25;19739;69;23328;0.071;366;7;0.82087
1166824;2872;21440;2012-03-29;18259;55;21440;0.664;21701;2012-03-30;18520;156;21701;0.880;22002;2012-04-02;18821;69;22002;0.093;366;7;0.72554
1166824;2872;21440;2012-03-29;18259;55;21440;0.664;21701;2012-03-30;18520;156;21701;0.880;23883;2012-05-02;20294;69;23883;0.117;366;6;0.71691
1166824;2872;21440;2012-03-29;18259;55;21440;0.664;23833;2012-04-27;20244;156;23833;0.821;22002;2012-04-02;18821;69;22002;0.093;366;6;0.78434
1166824;2872;21440;2012-03-29;18259;55;21440;0.664;23833;2012-04-27;20244;156;23833;0.821;23883;2012-05-02;20294;69;23883;0.117;366;6;0.77699
1166824;2872;23610;2012-04-26;20021;55;23610;0.676;21701;2012-03-30;18520;156;21701;0.880;22002;2012-04-02;18821;69;22002;0.093;366;6;0.74079
1166824;2872;23610;2012-04-26;20021;55;23610;0.676;21701;2012-03-30;18520;156;21701;0.880;23883;2012-05-02;20294;69;23883;0.117;366;6;0.73263
1166824;2872;23610;2012-04-26;20021;55;23610;0.676;23833;2012-04-27;20244;156;23833;0.821;22002;2012-04-02;18821;69;22002;0.093;366;6;0.80082
1166824;2872;23610;2012-04-26;20021;55;23610;0.676;23833;2012-04-27;20244;156;23833;0.821;23883;2012-05-02;20294;69;23883;0.117;366;7;0.79403
1166825;2872;20140;2012-03-26;17367;55;20140;1.018;21087;2012-03-27;17906;156;21087;1.239;21245;2012-03-28;18064;69;21245;0.149;366;7;0.79725
1166825;2872;20140;2012-03-26;17367;55;20140;1.018;21087;2012-03-27;17906;156;21087;1.239;23292;2012-04-25;19703;69;23292;0.146;366;6;0.79780
1166825;2872;20140;2012-03-26;17367;55;20140;1.018;22358;2012-04-24;19177;156;22358;1.545;21245;2012-03-28;18064;69;21245;0.149;366;6;0.62249
1166825;2872;20140;2012-03-26;17367;55;20140;1.018;22358;2012-04-24;19177;156;22358;1.545;23292;2012-04-25;19703;69;23292;0.146;366;6;0.62330
1166825;2872;22077;2012-04-23;18896;55;22077;1.141;21087;2012-03-27;17906;156;21087;1.239;21245;2012-03-28;18064;69;21245;0.149;366;6;0.91009
1166825;2872;22077;2012-04-23;18896;55;22077;1.141;21087;2012-03-27;17906;156;21087;1.239;23292;2012-04-25;19703;69;23292;0.146;366;6;0.91034
1166825;2872;22077;2012-04-23;18896;55;22077;1.141;22358;2012-04-24;19177;156;22358;1.545;21245;2012-03-28;18064;69;21245;0.149;366;6;0.71060
1166825;2872;22077;2012-04-23;18896;55;22077;1.141;22358;2012-04-24;19177;156;22358;1.545;23292;2012-04-25;19703;69;23292;0.146;366;7;0.71122
1166826;2872;21561;2012-03-29;18380;55;21561;0.686;21659;2012-03-30;18478;156;21659;0.954;21957;2012-04-02;18776;69;21957;0.099;366;7;0.68655
1166826;2872;21561;2012-03-29;18380;55;21561;0.686;21659;2012-03-30;18478;156;21659;0.954;23952;2012-05-02;20363;69;23952;0.079;366;6;0.69371
1166826;2872;21561;2012-03-29;18380;55;21561;0.686;23714;2012-04-27;20125;156;23714;0.604;21957;2012-04-02;18776;69;21957;0.099;366;0;1.16238
1166826;2872;21561;2012-03-29;18380;55;21561;0.686;23714;2012-04-27;20125;156;23714;0.604;23952;2012-05-02;20363;69;23952;0.079;366;0;1.15619
1166826;2872;23647;2012-04-26;20058;55;23647;0.462;21659;2012-03-30;18478;156;21659;0.954;21957;2012-04-02;18776;69;21957;0.099;366;6;0.42456
1166826;2872;23647;2012-04-26;20058;55;23647;0.462;21659;2012-03-30;18478;156;21659;0.954;23952;2012-05-02;20363;69;23952;0.079;366;6;0.43771
1166826;2872;23647;2012-04-26;20058;55;23647;0.462;23714;2012-04-27;20125;156;23714;0.604;21957;2012-04-02;18776;69;21957;0.099;366;6;0.71881
1166826;2872;23647;2012-04-26;20058;55;23647;0.462;23714;2012-04-27;20125;156;23714;0.604;23952;2012-05-02;20363;69;23952;0.079;366;7;0.72952
1166827;2873;20002;2012-03-26;17229;55;20002;0.712;21156;2012-03-27;17975;156;21156;1.036;21310;2012-03-28;18129;69;21310;0.098;366;7;0.65458
1166827;2873;20002;2012-03-26;17229;55;20002;0.712;21156;2012-03-27;17975;156;21156;1.036;23407;2012-04-25;19818;69;23407;0.119;366;6;0.64667
1166827;2873;20002;2012-03-26;17229;55;20002;0.712;22264;2012-04-24;19083;156;22264;0.989;21310;2012-03-28;18129;69;21310;0.098;366;6;0.68911
1166827;2873;20002;2012-03-26;17229;55;20002;0.712;22264;2012-04-24;19083;156;22264;0.989;23407;2012-04-25;19818;69;23407;0.119;366;6;0.68161
1166827;2873;22045;2012-04-23;18864;55;22045;0.777;21156;2012-03-27;17975;156;21156;1.036;21310;2012-03-28;18129;69;21310;0.098;366;6;0.72388
1166827;2873;22045;2012-04-23;18864;55;22045;0.777;21156;2012-03-27;17975;156;21156;1.036;23407;2012-04-25;19818;69;23407;0.119;366;6;0.71756
1166827;2873;22045;2012-04-23;18864;55;22045;0.777;22264;2012-04-24;19083;156;22264;0.989;21310;2012-03-28;18129;69;21310;0.098;366;6;0.76207
1166827;2873;22045;2012-04-23;18864;55;22045;0.777;22264;2012-04-24;19083;156;22264;0.989;23407;2012-04-25;19818;69;23407;0.119;366;7;0.75632
1166828;2873;21438;2012-03-29;18257;55;21438;0.635;21700;2012-03-30;18519;156;21700;0.912;22003;2012-04-02;18822;69;22003;0.082;366;7;0.66627
1166828;2873;21438;2012-03-29;18257;55;21438;0.635;21700;2012-03-30;18519;156;21700;0.912;23887;2012-05-02;20298;69;23887;0.106;366;6;0.65633
1166828;2873;21438;2012-03-29;18257;55;21438;0.635;23828;2012-04-27;20239;156;23828;1.062;22003;2012-04-02;18822;69;22003;0.082;366;6;0.56429
1166828;2873;21438;2012-03-29;18257;55;21438;0.635;23828;2012-04-27;20239;156;23828;1.062;23887;2012-05-02;20298;69;23887;0.106;366;6;0.55335
1166828;2873;23603;2012-04-26;20014;55;23603;0.841;21700;2012-03-30;18519;156;21700;0.912;22003;2012-04-02;18822;69;22003;0.082;366;6;0.91446
1166828;2873;23603;2012-04-26;20014;55;23603;0.841;21700;2012-03-30;18519;156;21700;0.912;23887;2012-05-02;20298;69;23887;0.106;366;6;0.91191
1166828;2873;23603;2012-04-26;20014;55;23603;0.841;23828;2012-04-27;20239;156;23828;1.062;22003;2012-04-02;18822;69;22003;0.082;366;6;0.77449
1166828;2873;23603;2012-04-26;20014;55;23603;0.841;23828;2012-04-27;20239;156;23828;1.062;23887;2012-05-02;20298;69;23887;0.106;366;7;0.76883
1166829;2873;20132;2012-03-26;17359;55;20132;1.808;21153;2012-03-27;17972;156;21153;2.055;21318;2012-03-28;18137;69;21318;0.234;366;7;0.86436
1166829;2873;20132;2012-03-26;17359;55;20132;1.808;21153;2012-03-27;17972;156;21153;2.055;23320;2012-04-25;19731;69;23320;0.133;366;6;0.87149
1166829;2873;20132;2012-03-26;17359;55;20132;1.808;22386;2012-04-24;19205;156;22386;1.029;21318;2012-03-28;18137;69;21318;0.234;366;0;1.97987
1166829;2873;20132;2012-03-26;17359;55;20132;1.808;22386;2012-04-24;19205;156;22386;1.029;23320;2012-04-25;19731;69;23320;0.133;366;0;1.86942
1166829;2873;22169;2012-04-23;18988;55;22169;0.898;21153;2012-03-27;17972;156;21153;2.055;21318;2012-03-28;18137;69;21318;0.234;366;6;0.36463
1166829;2873;22169;2012-04-23;18988;55;22169;0.898;21153;2012-03-27;17972;156;21153;2.055;23320;2012-04-25;19731;69;23320;0.133;366;6;0.39802
1166829;2873;22169;2012-04-23;18988;55;22169;0.898;22386;2012-04-24;19205;156;22386;1.029;21318;2012-03-28;18137;69;21318;0.234;366;6;0.83522
1166829;2873;22169;2012-04-23;18988;55;22169;0.898;22386;2012-04-24;19205;156;22386;1.029;23320;2012-04-25;19731;69;23320;0.133;366;7;0.85379
1166830;2873;21548;2012-03-29;18367;55;21548;0.714;21668;2012-03-30;18487;156;21668;1.001;21928;2012-04-02;18747;69;21928;0.104;366;7;0.68004
1166830;2873;21548;2012-03-29;18367;55;21548;0.714;21668;2012-03-30;18487;156;21668;1.001;24041;2012-05-02;20452;69;24041;0.111;366;6;0.67753
1166830;2873;21548;2012-03-29;18367;55;21548;0.714;23796;2012-04-27;20207;156;23796;1.125;21928;2012-04-02;18747;69;21928;0.104;366;6;0.59745
1166830;2873;21548;2012-03-29;18367;55;21548;0.714;23796;2012-04-27;20207;156;23796;1.125;24041;2012-05-02;20452;69;24041;0.111;366;6;0.59467
1166830;2873;23627;2012-04-26;20038;55;23627;1.092;21668;2012-03-30;18487;156;21668;1.001;21928;2012-04-02;18747;69;21928;0.104;366;0;1.10145
1166830;2873;23627;2012-04-26;20038;55;23627;1.092;21668;2012-03-30;18487;156;21668;1.001;24041;2012-05-02;20452;69;24041;0.111;366;0;1.10225
1166830;2873;23627;2012-04-26;20038;55;23627;1.092;23796;2012-04-27;20207;156;23796;1.125;21928;2012-04-02;18747;69;21928;0.104;366;6;0.96768
1166830;2873;23627;2012-04-26;20038;55;23627;1.092;23796;2012-04-27;20207;156;23796;1.125;24041;2012-05-02;20452;69;24041;0.111;366;7;0.96746
1166831;2873;20143;2012-03-26;17370;55;20143;1.237;21091;2012-03-27;17910;156;21091;1.503;21219;2012-03-28;18038;69;21219;0.163;366;7;0.80149
1166831;2873;20143;2012-03-26;17370;55;20143;1.237;21091;2012-03-27;17910;156;21091;1.503;23317;2012-04-25;19728;69;23317;0.141;366;6;0.80470
1166831;2873;20143;2012-03-26;17370;55;20143;1.237;22380;2012-04-24;19199;156;22380;1.338;21219;2012-03-28;18038;69;21219;0.163;366;6;0.91404
1166831;2873;20143;2012-03-26;17370;55;20143;1.237;22380;2012-04-24;19199;156;22380;1.338;23317;2012-04-25;19728;69;23317;0.141;366;6;0.91562
1166831;2873;22179;2012-04-23;18998;55;22179;1.028;21091;2012-03-27;17910;156;21091;1.503;21219;2012-03-28;18038;69;21219;0.163;366;6;0.64552
1166831;2873;22179;2012-04-23;18998;55;22179;1.028;21091;2012-03-27;17910;156;21091;1.503;23317;2012-04-25;19728;69;23317;0.141;366;6;0.65125
1166831;2873;22179;2012-04-23;18998;55;22179;1.028;22380;2012-04-24;19199;156;22380;1.338;21219;2012-03-28;18038;69;21219;0.163;366;6;0.73617
1166831;2873;22179;2012-04-23;18998;55;22179;1.028;22380;2012-04-24;19199;156;22380;1.338;23317;2012-04-25;19728;69;23317;0.141;366;7;0.74102
1166832;2873;21458;2012-03-29;18277;55;21458;0.740;21663;2012-03-30;18482;156;21663;1.024;21960;2012-04-02;18779;69;21960;0.099;366;7;0.69297
1166832;2873;21458;2012-03-29;18277;55;21458;0.740;21663;2012-03-30;18482;156;21663;1.024;24031;2012-05-02;20442;69;24031;0.154;366;6;0.67356
1166832;2873;21458;2012-03-29;18277;55;21458;0.740;23787;2012-04-27;20198;156;23787;1.243;21960;2012-04-02;18779;69;21960;0.099;366;6;0.56031
1166832;2873;21458;2012-03-29;18277;55;21458;0.740;23787;2012-04-27;20198;156;23787;1.243;24031;2012-05-02;20442;69;24031;0.154;366;6;0.53811
1166832;2873;23642;2012-04-26;20053;55;23642;1.138;21663;2012-03-30;18482;156;21663;1.024;21960;2012-04-02;18779;69;21960;0.099;366;0;1.12324
1166832;2873;23642;2012-04-26;20053;55;23642;1.138;21663;2012-03-30;18482;156;21663;1.024;24031;2012-05-02;20442;69;24031;0.154;366;0;1.13103
1166832;2873;23642;2012-04-26;20053;55;23642;1.138;23787;2012-04-27;20198;156;23787;1.243;21960;2012-04-02;18779;69;21960;0.099;366;6;0.90822
1166832;2873;23642;2012-04-26;20053;55;23642;1.138;23787;2012-04-27;20198;156;23787;1.243;24031;2012-05-02;20442;69;24031;0.154;366;7;0.90358
1166833;2876;20106;2012-03-26;17333;55;20106;1.188;21128;2012-03-27;17947;156;21128;1.438;21330;2012-03-28;18149;69;21330;0.152;366;7;0.80560
1166833;2876;20106;2012-03-26;17333;55;20106;1.188;21128;2012-03-27;17947;156;21128;1.438;23390;2012-04-25;19801;69;23390;0.055;366;6;0.81923
1166833;2876;20106;2012-03-26;17333;55;20106;1.188;22242;2012-04-24;19061;156;22242;0.523;21330;2012-03-28;18149;69;21330;0.152;366;0;2.79245
1166833;2876;20106;2012-03-26;17333;55;20106;1.188;22242;2012-04-24;19061;156;22242;0.523;23390;2012-04-25;19801;69;23390;0.055;366;0;2.42094
1166833;2876;22037;2012-04-23;18856;55;22037;0.381;21128;2012-03-27;17947;156;21128;1.438;21330;2012-03-28;18149;69;21330;0.152;366;6;0.17807
1166833;2876;22037;2012-04-23;18856;55;22037;0.381;21128;2012-03-27;17947;156;21128;1.438;23390;2012-04-25;19801;69;23390;0.055;366;6;0.23572
1166833;2876;22037;2012-04-23;18856;55;22037;0.381;22242;2012-04-24;19061;156;22242;0.523;21330;2012-03-28;18149;69;21330;0.152;366;6;0.61725
1166833;2876;22037;2012-04-23;18856;55;22037;0.381;22242;2012-04-24;19061;156;22242;0.523;23390;2012-04-25;19801;69;23390;0.055;366;7;0.69658
1166834;2876;21428;2012-03-29;18247;55;21428;0.477;21686;2012-03-30;18505;156;21686;0.727;21904;2012-04-02;18723;69;21904;0.064;366;7;0.62293
1166834;2876;21428;2012-03-29;18247;55;21428;0.477;21686;2012-03-30;18505;156;21686;0.727;23884;2012-05-02;20295;69;23884;0.074;366;6;0.61715
1166834;2876;21428;2012-03-29;18247;55;21428;0.477;23831;2012-04-27;20242;156;23831;0.673;21904;2012-04-02;18723;69;21904;0.064;366;6;0.67816
1166834;2876;21428;2012-03-29;18247;55;21428;0.477;23831;2012-04-27;20242;156;23831;0.673;23884;2012-05-02;20295;69;23884;0.074;366;6;0.67279
1166834;2876;23606;2012-04-26;20017;55;23606;0.506;21686;2012-03-30;18505;156;21686;0.727;21904;2012-04-02;18723;69;21904;0.064;366;6;0.66667
1166834;2876;23606;2012-04-26;20017;55;23606;0.506;21686;2012-03-30;18505;156;21686;0.727;23884;2012-05-02;20295;69;23884;0.074;366;6;0.66156
1166834;2876;23606;2012-04-26;20017;55;23606;0.506;23831;2012-04-27;20242;156;23831;0.673;21904;2012-04-02;18723;69;21904;0.064;366;6;0.72578
1166834;2876;23606;2012-04-26;20017;55;23606;0.506;23831;2012-04-27;20242;156;23831;0.673;23884;2012-05-02;20295;69;23884;0.074;366;7;0.72120
1166835;2876;20025;2012-03-26;17252;55;20025;0.624;21154;2012-03-27;17973;156;21154;0.888;21317;2012-03-28;18136;69;21317;0.088;366;7;0.67000
1166835;2876;20025;2012-03-26;17252;55;20025;0.624;21154;2012-03-27;17973;156;21154;0.888;23311;2012-04-25;19722;69;23311;0.065;366;6;0.67922
1166835;2876;20025;2012-03-26;17252;55;20025;0.624;22378;2012-04-24;19197;156;22378;0.479;21317;2012-03-28;18136;69;21317;0.088;366;0;1.37084
1166835;2876;20025;2012-03-26;17252;55;20025;0.624;22378;2012-04-24;19197;156;22378;0.479;23311;2012-04-25;19722;69;23311;0.065;366;0;1.35024
1166835;2876;22168;2012-04-23;18987;55;22168;0.395;21154;2012-03-27;17973;156;21154;0.888;21317;2012-03-28;18136;69;21317;0.088;366;6;0.38375
1166835;2876;22168;2012-04-23;18987;55;22168;0.395;21154;2012-03-27;17973;156;21154;0.888;23311;2012-04-25;19722;69;23311;0.065;366;6;0.40097
1166835;2876;22168;2012-04-23;18987;55;22168;0.395;22378;2012-04-24;19197;156;22378;0.479;21317;2012-03-28;18136;69;21317;0.088;366;6;0.78517
1166835;2876;22168;2012-04-23;18987;55;22168;0.395;22378;2012-04-24;19197;156;22378;0.479;23311;2012-04-25;19722;69;23311;0.065;366;7;0.79710
1166836;2876;21455;2012-03-29;18274;55;21455;1.097;21730;2012-03-30;18549;156;21730;1.431;21971;2012-04-02;18790;69;21971;0.145;366;7;0.74028
1166836;2876;21455;2012-03-29;18274;55;21455;1.097;21730;2012-03-30;18549;156;21730;1.431;23941;2012-05-02;20352;69;23941;0.096;366;6;0.74981
1166836;2876;21455;2012-03-29;18274;55;21455;1.097;23771;2012-04-27;20182;156;23771;0.549;21971;2012-04-02;18790;69;21971;0.145;366;0;2.35644
1166836;2876;21455;2012-03-29;18274;55;21455;1.097;23771;2012-04-27;20182;156;23771;0.549;23941;2012-05-02;20352;69;23941;0.096;366;0;2.20971
1166836;2876;23476;2012-04-26;19887;55;23476;0.478;21730;2012-03-30;18549;156;21730;1.431;21971;2012-04-02;18790;69;21971;0.145;366;6;0.25894
1166836;2876;23476;2012-04-26;19887;55;23476;0.478;21730;2012-03-30;18549;156;21730;1.431;23941;2012-05-02;20352;69;23941;0.096;366;6;0.28614
1166836;2876;23476;2012-04-26;19887;55;23476;0.478;23771;2012-04-27;20182;156;23771;0.549;21971;2012-04-02;18790;69;21971;0.145;366;6;0.82426
1166836;2876;23476;2012-04-26;19887;55;23476;0.478;23771;2012-04-27;20182;156;23771;0.549;23941;2012-05-02;20352;69;23941;0.096;366;7;0.84327
1166837;2876;20046;2012-03-26;17273;55;20046;0.779;21116;2012-03-27;17935;156;21116;0.947;21241;2012-03-28;18060;69;21241;0.109;366;7;0.79952
1166837;2876;20046;2012-03-26;17273;55;20046;0.779;21116;2012-03-27;17935;156;21116;0.947;23451;2012-04-25;19862;69;23451;0.138;366;6;0.79234
1166837;2876;20046;2012-03-26;17273;55;20046;0.779;22348;2012-04-24;19167;156;22348;1.398;21241;2012-03-28;18060;69;21241;0.109;366;6;0.51978
1166837;2876;20046;2012-03-26;17273;55;20046;0.779;22348;2012-04-24;19167;156;22348;1.398;23451;2012-04-25;19862;69;23451;0.138;366;6;0.50873
1166837;2876;22182;2012-04-23;19001;55;22182;0.948;21116;2012-03-27;17935;156;21116;0.947;21241;2012-03-28;18060;69;21241;0.109;366;0;1.00119
1166837;2876;22182;2012-04-23;19001;55;22182;0.948;21116;2012-03-27;17935;156;21116;0.947;23451;2012-04-25;19862;69;23451;0.138;366;0;1.00124
1166837;2876;22182;2012-04-23;19001;55;22182;0.948;22348;2012-04-24;19167;156;22348;1.398;21241;2012-03-28;18060;69;21241;0.109;366;6;0.65089
1166837;2876;22182;2012-04-23;19001;55;22182;0.948;22348;2012-04-24;19167;156;22348;1.398;23451;2012-04-25;19862;69;23451;0.138;366;7;0.64286
1166838;2876;21469;2012-03-29;18288;55;21469;0.593;21645;2012-03-30;18464;156;21645;0.837;22008;2012-04-02;18827;69;22008;0.076;366;7;0.67937
1166838;2876;21469;2012-03-29;18288;55;21469;0.593;21645;2012-03-30;18464;156;21645;0.837;23944;2012-05-02;20355;69;23944;0.062;366;6;0.68516
1166838;2876;21469;2012-03-29;18288;55;21469;0.593;23707;2012-04-27;20118;156;23707;0.591;22008;2012-04-02;18827;69;22008;0.076;366;0;1.00388
1166838;2876;21469;2012-03-29;18288;55;21469;0.593;23707;2012-04-27;20118;156;23707;0.591;23944;2012-05-02;20355;69;23944;0.062;366;0;1.00378
1166838;2876;23661;2012-04-26;20072;55;23661;0.451;21645;2012-03-30;18464;156;21645;0.837;22008;2012-04-02;18827;69;22008;0.076;366;6;0.49277
1166838;2876;23661;2012-04-26;20072;55;23661;0.451;21645;2012-03-30;18464;156;21645;0.837;23944;2012-05-02;20355;69;23944;0.062;366;6;0.50194
1166838;2876;23661;2012-04-26;20072;55;23661;0.451;23707;2012-04-27;20118;156;23707;0.591;22008;2012-04-02;18827;69;22008;0.076;366;6;0.72816
1166838;2876;23661;2012-04-26;20072;55;23661;0.451;23707;2012-04-27;20118;156;23707;0.591;23944;2012-05-02;20355;69;23944;0.062;366;7;0.73535
1166840;2867;19992;2012-03-26;17219;55;19992;0.521;21148;2012-03-27;17967;156;21148;0.808;21414;2012-03-28;18233;69;21414;0.093;366;7;0.59860
